               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.047473,           0.0089616,           0.0089682,             0.99542,                   1,               0.995,             0.68652,            0.028868,           0.0045985,           0.0032035,            0.006931,            0.006931,            0.006931
                 157,            0.044022,           0.0095586,           0.0056779,             0.99534,                   1,               0.995,             0.72313,            0.027357,           0.0044661,           0.0032163,           0.0069112,           0.0069112,           0.0069112
                 158,            0.044594,           0.0088921,           0.0068727,             0.99537,                   1,               0.995,             0.70249,            0.029203,           0.0045698,           0.0032362,           0.0068914,           0.0068914,           0.0068914
                 159,            0.044386,           0.0094177,           0.0079874,             0.77312,              0.9216,             0.95881,             0.52914,            0.032343,           0.0045664,           0.0031723,           0.0068716,           0.0068716,           0.0068716
                 160,            0.049793,             0.01001,           0.0079829,             0.77312,              0.9216,             0.95881,             0.52914,            0.032343,           0.0045664,           0.0031723,           0.0068518,           0.0068518,           0.0068518
                 161,            0.047777,            0.008885,            0.007041,             0.79731,                   1,             0.96583,             0.59382,            0.029678,           0.0043979,           0.0032597,            0.006832,            0.006832,            0.006832
                 162,            0.046743,           0.0092741,           0.0069287,              0.9274,                   1,               0.995,             0.55884,            0.030781,           0.0044964,           0.0031636,           0.0068122,           0.0068122,           0.0068122
                 163,            0.046717,           0.0096335,           0.0067753,             0.79787,                   1,              0.9606,             0.63611,            0.031075,           0.0044624,           0.0031815,           0.0067924,           0.0067924,           0.0067924
                 164,             0.05283,           0.0083382,           0.0096233,             0.79787,                   1,              0.9606,             0.63611,            0.031075,           0.0044624,           0.0031815,           0.0067726,           0.0067726,           0.0067726
                 165,            0.047755,            0.010097,           0.0064331,             0.80942,                   1,             0.95885,             0.67872,            0.028546,           0.0044168,           0.0032196,           0.0067528,           0.0067528,           0.0067528
                 166,            0.046331,           0.0092985,           0.0069216,             0.99548,                   1,               0.995,             0.71918,            0.028582,           0.0043422,           0.0032129,            0.006733,            0.006733,            0.006733
                 167,             0.04612,           0.0094886,           0.0073244,             0.80923,             0.97443,             0.95437,              0.5803,            0.033149,           0.0047256,           0.0032469,           0.0067132,           0.0067132,           0.0067132
                 168,             0.05044,           0.0093968,            0.006713,             0.80923,             0.97443,             0.95437,              0.5803,            0.033149,           0.0047256,           0.0032469,           0.0066934,           0.0066934,           0.0066934
                 169,            0.046748,            0.010765,           0.0059243,             0.87295,             0.97098,             0.97179,             0.66199,            0.029887,           0.0046712,           0.0033304,           0.0066736,           0.0066736,           0.0066736
                 170,            0.046016,            0.010106,           0.0066633,             0.99449,                   1,               0.995,             0.78297,            0.029336,           0.0045572,           0.0033401,           0.0066538,           0.0066538,           0.0066538
                 171,            0.048713,            0.009416,           0.0082045,             0.80648,               0.975,             0.93086,             0.63185,            0.033306,           0.0047429,           0.0033341,            0.006634,            0.006634,            0.006634
                 172,            0.049823,            0.010174,           0.0069148,             0.80648,               0.975,             0.93086,             0.63185,            0.033306,           0.0047429,           0.0033341,           0.0066142,           0.0066142,           0.0066142
                 173,            0.044806,           0.0088716,           0.0075304,             0.87969,             0.98055,             0.96804,             0.75531,            0.030774,           0.0045542,           0.0033743,           0.0065944,           0.0065944,           0.0065944
                 174,            0.045456,           0.0090037,           0.0060994,             0.98051,                   1,               0.995,             0.74138,             0.02835,            0.004306,           0.0032839,           0.0065746,           0.0065746,           0.0065746
                 175,            0.044857,           0.0083382,           0.0069863,             0.99509,                   1,               0.995,             0.63222,            0.034007,           0.0047269,           0.0033384,           0.0065548,           0.0065548,           0.0065548
                 176,            0.053042,           0.0099575,            0.006947,             0.99509,                   1,               0.995,             0.63222,            0.034007,           0.0047269,           0.0033384,            0.006535,            0.006535,            0.006535
                 177,            0.044155,           0.0091404,           0.0088567,             0.99582,                   1,               0.995,             0.71514,            0.030895,           0.0046486,           0.0033486,           0.0065152,           0.0065152,           0.0065152
                 178,            0.043596,           0.0091793,           0.0073164,             0.99687,                   1,               0.995,             0.75983,            0.026451,           0.0043159,           0.0032927,           0.0064954,           0.0064954,           0.0064954
                 179,             0.04319,           0.0093835,           0.0058435,             0.99546,                   1,               0.995,             0.66814,            0.029645,           0.0043459,           0.0032909,           0.0064756,           0.0064756,           0.0064756
                 180,            0.044263,           0.0077901,           0.0056999,             0.99546,                   1,               0.995,             0.66814,            0.029645,           0.0043459,           0.0032909,           0.0064558,           0.0064558,           0.0064558
                 181,            0.042037,           0.0085743,           0.0052081,             0.99447,                   1,               0.995,              0.6941,            0.026334,           0.0042303,           0.0032666,            0.006436,            0.006436,            0.006436
                 182,            0.040654,           0.0076363,            0.007948,             0.99387,                   1,               0.995,             0.77942,             0.02511,           0.0041292,           0.0031724,           0.0064162,           0.0064162,           0.0064162
                 183,            0.041568,           0.0081982,           0.0067556,             0.99624,                   1,               0.995,             0.66333,            0.029981,           0.0043343,           0.0031253,           0.0063964,           0.0063964,           0.0063964
                 184,            0.045419,           0.0083275,           0.0055396,             0.99624,                   1,               0.995,             0.66333,            0.029981,           0.0043343,           0.0031253,           0.0063766,           0.0063766,           0.0063766
                 185,            0.044171,           0.0099808,           0.0046832,              0.9963,                   1,               0.995,             0.73883,            0.026421,           0.0041198,           0.0030624,           0.0063568,           0.0063568,           0.0063568
                 186,              0.0405,           0.0070631,           0.0051015,             0.99633,                   1,               0.995,             0.79181,            0.025271,           0.0040973,            0.002997,            0.006337,            0.006337,            0.006337
                 187,            0.043564,           0.0072531,           0.0057799,             0.99544,                   1,               0.995,             0.70021,             0.02899,           0.0043632,           0.0030194,           0.0063172,           0.0063172,           0.0063172
                 188,            0.044484,           0.0074213,           0.0061682,             0.99544,                   1,               0.995,             0.70021,             0.02899,           0.0043632,           0.0030194,           0.0062974,           0.0062974,           0.0062974
                 189,             0.04383,           0.0085159,           0.0055877,             0.99421,                   1,               0.995,             0.80623,              0.0249,           0.0040466,           0.0029815,           0.0062776,           0.0062776,           0.0062776
                 190,            0.042523,           0.0081627,            0.004108,             0.96381,               0.975,             0.99174,             0.77247,            0.029304,            0.004207,           0.0029114,           0.0062578,           0.0062578,           0.0062578
                 191,            0.045568,            0.009133,           0.0069028,             0.99462,                   1,               0.995,              0.7356,            0.027605,           0.0040454,           0.0029104,            0.006238,            0.006238,            0.006238
                 192,            0.045527,           0.0092645,           0.0068402,             0.99462,                   1,               0.995,              0.7356,            0.027605,           0.0040454,           0.0029104,           0.0062182,           0.0062182,           0.0062182
                 193,            0.042756,           0.0087866,           0.0071381,             0.99478,                   1,               0.995,             0.77636,            0.025635,           0.0039772,           0.0029182,           0.0061984,           0.0061984,           0.0061984
                 194,            0.041567,           0.0088443,           0.0074591,             0.99453,                   1,               0.995,             0.73001,            0.026391,           0.0042287,            0.002913,           0.0061786,           0.0061786,           0.0061786
                 195,            0.043643,           0.0090003,            0.005704,               0.995,                   1,               0.995,             0.60867,            0.027579,           0.0041191,           0.0028843,           0.0061588,           0.0061588,           0.0061588
                 196,             0.04535,           0.0073242,           0.0049349,               0.995,                   1,               0.995,             0.60867,            0.027579,           0.0041191,           0.0028843,            0.006139,            0.006139,            0.006139
                 197,            0.045275,           0.0087428,           0.0042263,             0.99498,                   1,               0.995,             0.64195,            0.027989,           0.0040989,           0.0028607,           0.0061192,           0.0061192,           0.0061192
                 198,            0.043274,           0.0083338,           0.0056237,             0.99501,                   1,               0.995,             0.67142,            0.027536,            0.004314,           0.0028509,           0.0060994,           0.0060994,           0.0060994
                 199,             0.04411,           0.0093333,           0.0056296,             0.99445,                   1,               0.995,             0.77912,            0.027343,           0.0041512,           0.0028424,           0.0060796,           0.0060796,           0.0060796
                 200,            0.045851,           0.0099518,           0.0041716,             0.99445,                   1,               0.995,             0.77912,            0.027343,           0.0041512,           0.0028424,           0.0060598,           0.0060598,           0.0060598
                 201,            0.043472,           0.0084177,           0.0042082,             0.99377,                   1,               0.995,             0.80495,            0.025456,            0.003901,            0.002831,             0.00604,             0.00604,             0.00604
                 202,            0.042781,           0.0088146,           0.0040756,             0.99307,                   1,               0.995,             0.68839,            0.029531,           0.0042348,            0.002793,           0.0060202,           0.0060202,           0.0060202
                 203,            0.040588,           0.0078928,           0.0046619,             0.98698,                   1,               0.995,             0.75621,            0.027756,           0.0041455,           0.0027791,           0.0060004,           0.0060004,           0.0060004
                 204,            0.046438,           0.0088151,            0.005097,             0.98698,                   1,               0.995,             0.75621,            0.027756,           0.0041455,           0.0027791,           0.0059806,           0.0059806,           0.0059806
                 205,            0.042024,           0.0083684,           0.0050841,             0.99506,                   1,               0.995,             0.80613,             0.02509,           0.0040079,           0.0027865,           0.0059608,           0.0059608,           0.0059608
                 206,            0.043729,           0.0092082,           0.0067001,             0.99552,                   1,               0.995,             0.75148,            0.027737,           0.0041397,           0.0027689,            0.005941,            0.005941,            0.005941
                 207,            0.047165,           0.0088773,             0.00508,             0.99502,                   1,               0.995,             0.74957,            0.028162,           0.0041429,           0.0027754,           0.0059212,           0.0059212,           0.0059212
                 208,            0.047198,           0.0088454,           0.0088873,             0.99502,                   1,               0.995,             0.74957,            0.028162,           0.0041429,           0.0027754,           0.0059014,           0.0059014,           0.0059014
                 209,            0.043584,           0.0087904,           0.0058779,             0.99514,                   1,               0.995,             0.75419,            0.025724,           0.0039476,           0.0027507,           0.0058816,           0.0058816,           0.0058816
                 210,            0.042077,           0.0067897,           0.0050896,             0.99435,                   1,               0.995,             0.74381,            0.026988,           0.0039999,           0.0027222,           0.0058618,           0.0058618,           0.0058618
                 211,            0.041681,           0.0064475,           0.0054181,             0.93925,                   1,               0.995,             0.70987,            0.028008,           0.0041243,            0.002739,            0.005842,            0.005842,            0.005842
                 212,             0.04556,           0.0086759,            0.006896,             0.93925,                   1,               0.995,             0.70987,            0.028008,           0.0041243,            0.002739,           0.0058222,           0.0058222,           0.0058222
                 213,            0.040874,           0.0089017,           0.0034215,             0.99318,                   1,               0.995,             0.68115,            0.025086,           0.0039252,           0.0027443,           0.0058024,           0.0058024,           0.0058024
                 214,            0.040649,           0.0071619,           0.0047086,              0.9937,                   1,               0.995,             0.70852,            0.028274,           0.0039052,            0.002707,           0.0057826,           0.0057826,           0.0057826
                 215,             0.04168,           0.0081906,           0.0086158,             0.99441,                   1,               0.995,             0.73665,            0.025743,           0.0038401,           0.0026795,           0.0057628,           0.0057628,           0.0057628
                 216,            0.043689,            0.008247,           0.0040025,             0.99441,                   1,               0.995,             0.73665,            0.025743,           0.0038401,           0.0026795,            0.005743,            0.005743,            0.005743
                 217,            0.042457,           0.0097979,           0.0040552,             0.99483,                   1,               0.995,             0.70178,            0.025349,           0.0038304,           0.0026594,           0.0057232,           0.0057232,           0.0057232
                 218,            0.041474,           0.0094928,           0.0064567,             0.99432,                   1,               0.995,             0.76183,            0.026396,           0.0039375,            0.002632,           0.0057034,           0.0057034,           0.0057034
                 219,            0.037824,           0.0078508,            0.004658,             0.99461,                   1,               0.995,             0.70844,            0.027471,           0.0040919,           0.0025757,           0.0056836,           0.0056836,           0.0056836
                 220,            0.047857,           0.0088332,           0.0036262,             0.99461,                   1,               0.995,             0.70844,            0.027471,           0.0040919,           0.0025757,           0.0056638,           0.0056638,           0.0056638
                 221,            0.046669,           0.0090942,           0.0044551,             0.99448,                   1,               0.995,             0.76381,            0.026383,            0.004124,           0.0025193,            0.005644,            0.005644,            0.005644
                 222,            0.045424,           0.0089805,           0.0045852,             0.99276,                   1,               0.995,             0.78229,            0.029472,           0.0042346,           0.0024772,           0.0056242,           0.0056242,           0.0056242
                 223,            0.046351,           0.0081181,           0.0069406,             0.99372,                   1,               0.995,             0.74956,            0.027051,           0.0041621,           0.0024313,           0.0056044,           0.0056044,           0.0056044
                 224,            0.044853,           0.0087006,           0.0048872,             0.99372,                   1,               0.995,             0.74956,            0.027051,           0.0041621,           0.0024313,           0.0055846,           0.0055846,           0.0055846
                 225,            0.043764,           0.0079839,           0.0074892,             0.99407,                   1,               0.995,             0.76185,            0.027079,           0.0041193,           0.0024034,           0.0055648,           0.0055648,           0.0055648
                 226,            0.043268,           0.0086255,           0.0036322,             0.99365,                   1,               0.995,             0.81488,            0.025401,           0.0039682,           0.0023792,            0.005545,            0.005545,            0.005545
                 227,            0.041676,            0.009183,           0.0040951,             0.99418,                   1,               0.995,             0.81086,            0.028074,           0.0041997,           0.0023503,           0.0055252,           0.0055252,           0.0055252
                 228,            0.045062,           0.0081911,            0.006071,             0.99418,                   1,               0.995,             0.81086,            0.028074,           0.0041997,           0.0023503,           0.0055054,           0.0055054,           0.0055054
                 229,            0.044778,           0.0089566,           0.0062337,             0.99475,                   1,               0.995,             0.83165,            0.025922,           0.0040645,            0.002347,           0.0054856,           0.0054856,           0.0054856
                 230,            0.041129,           0.0074203,           0.0055133,             0.99515,                   1,               0.995,             0.82096,            0.025022,           0.0040254,           0.0023398,           0.0054658,           0.0054658,           0.0054658
                 231,            0.044787,           0.0090107,           0.0050907,             0.97919,                   1,               0.995,             0.80308,            0.029779,           0.0042421,           0.0023362,            0.005446,            0.005446,            0.005446
                 232,             0.05084,            0.010133,           0.0060768,             0.97919,                   1,               0.995,             0.80308,            0.029779,           0.0042421,           0.0023362,           0.0054262,           0.0054262,           0.0054262
                 233,            0.047822,            0.010535,           0.0040929,             0.98371,                   1,               0.995,              0.8731,            0.028494,           0.0040911,           0.0023309,           0.0054064,           0.0054064,           0.0054064
                 234,            0.045979,           0.0078473,           0.0080026,             0.99512,                   1,               0.995,             0.75902,            0.029325,           0.0041551,           0.0023268,           0.0053866,           0.0053866,           0.0053866
                 235,            0.046483,           0.0084356,           0.0052728,             0.99572,                   1,               0.995,             0.71619,            0.027464,           0.0040709,           0.0023736,           0.0053668,           0.0053668,           0.0053668
                 236,            0.044776,             0.00851,           0.0047354,             0.99572,                   1,               0.995,             0.71619,            0.027464,           0.0040709,           0.0023736,            0.005347,            0.005347,            0.005347
                 237,            0.042053,           0.0074507,            0.012735,             0.99652,                   1,               0.995,             0.72763,            0.025615,           0.0039125,           0.0024269,           0.0053272,           0.0053272,           0.0053272
                 238,            0.043777,            0.009343,           0.0055413,             0.99567,                   1,               0.995,             0.76684,            0.024241,           0.0038715,           0.0025039,           0.0053074,           0.0053074,           0.0053074
                 239,            0.039532,            0.009002,           0.0048396,             0.99558,                   1,               0.995,             0.83462,            0.025505,           0.0039208,           0.0025303,           0.0052876,           0.0052876,           0.0052876
                 240,            0.041957,           0.0096786,           0.0060372,             0.99558,                   1,               0.995,             0.83462,            0.025505,           0.0039208,           0.0025303,           0.0052678,           0.0052678,           0.0052678
                 241,            0.039102,           0.0080964,           0.0062084,             0.99531,                   1,               0.995,             0.84801,            0.024677,           0.0038672,           0.0025438,            0.005248,            0.005248,            0.005248
                 242,            0.043134,           0.0092453,           0.0075171,               0.995,                   1,               0.995,             0.73289,            0.025524,           0.0038804,           0.0025383,           0.0052282,           0.0052282,           0.0052282
                 243,            0.041807,           0.0089806,            0.005587,             0.97042,                   1,               0.995,             0.58002,            0.028975,           0.0040395,           0.0025533,           0.0052084,           0.0052084,           0.0052084
                 244,            0.045236,           0.0075305,           0.0052358,             0.97042,                   1,               0.995,             0.58002,            0.028975,           0.0040395,           0.0025533,           0.0051886,           0.0051886,           0.0051886
                 245,            0.043884,           0.0075548,           0.0053284,             0.80217,                   1,               0.995,             0.63999,            0.028273,           0.0040019,           0.0025732,           0.0051688,           0.0051688,           0.0051688
                 246,            0.042191,            0.007672,           0.0046268,             0.99445,                   1,               0.995,             0.78553,            0.023214,           0.0038213,           0.0026043,            0.005149,            0.005149,            0.005149
                 247,            0.040748,           0.0092417,           0.0062519,             0.99342,                   1,               0.995,             0.72765,            0.024952,            0.003876,           0.0025833,           0.0051292,           0.0051292,           0.0051292
                 248,            0.043805,           0.0077926,           0.0054308,             0.99342,                   1,               0.995,             0.72765,            0.024952,            0.003876,           0.0025833,           0.0051094,           0.0051094,           0.0051094
                 249,             0.04297,           0.0090198,           0.0050664,             0.99203,                   1,               0.995,             0.72074,            0.024859,            0.003867,           0.0025625,           0.0050896,           0.0050896,           0.0050896
                 250,            0.037892,           0.0076397,           0.0051218,             0.99143,                   1,               0.995,             0.79935,            0.022876,           0.0037688,           0.0025201,           0.0050698,           0.0050698,           0.0050698
                 251,            0.038009,           0.0079722,           0.0062457,             0.98872,                   1,               0.995,             0.78863,            0.024612,           0.0037715,           0.0024839,             0.00505,             0.00505,             0.00505
                 252,            0.039104,           0.0077689,           0.0053793,             0.98872,                   1,               0.995,             0.78863,            0.024612,           0.0037715,           0.0024839,           0.0050302,           0.0050302,           0.0050302
                 253,            0.038651,           0.0074721,           0.0059578,             0.98932,                   1,               0.995,             0.85339,            0.022672,           0.0036211,           0.0024482,           0.0050104,           0.0050104,           0.0050104
                 254,            0.041133,            0.009118,            0.005624,             0.99097,                   1,               0.995,             0.77071,             0.02515,            0.003767,           0.0023951,           0.0049906,           0.0049906,           0.0049906
                 255,            0.042209,           0.0069622,            0.004016,             0.98985,                   1,               0.995,             0.63508,            0.032365,           0.0043318,           0.0023623,           0.0049708,           0.0049708,           0.0049708
                 256,            0.049557,           0.0092639,           0.0048028,             0.98985,                   1,               0.995,             0.63508,            0.032365,           0.0043318,           0.0023623,            0.004951,            0.004951,            0.004951
                 257,            0.046724,           0.0087425,           0.0051216,             0.99031,                   1,               0.995,             0.63604,             0.03161,           0.0042832,           0.0023566,           0.0049312,           0.0049312,           0.0049312
                 258,             0.04478,           0.0085412,           0.0055805,             0.99244,                   1,               0.995,             0.76747,            0.026159,            0.003915,           0.0023733,           0.0049114,           0.0049114,           0.0049114
                 259,            0.037215,           0.0075073,           0.0049655,             0.99366,                   1,               0.995,             0.77288,            0.028645,           0.0039302,           0.0023492,           0.0048916,           0.0048916,           0.0048916
                 260,             0.04472,           0.0098464,           0.0041283,             0.99366,                   1,               0.995,             0.77288,            0.028645,           0.0039302,           0.0023492,           0.0048718,           0.0048718,           0.0048718
                 261,            0.046313,           0.0086352,           0.0047929,              0.9946,                   1,               0.995,             0.70064,            0.030269,           0.0039827,           0.0023692,            0.004852,            0.004852,            0.004852
                 262,            0.043235,           0.0075461,           0.0077212,             0.99534,                   1,               0.995,             0.80721,            0.024237,           0.0035711,           0.0023997,           0.0048322,           0.0048322,           0.0048322
                 263,            0.041836,           0.0088353,           0.0043266,             0.99513,                   1,               0.995,             0.78931,            0.026259,           0.0037055,           0.0024396,           0.0048124,           0.0048124,           0.0048124
                 264,            0.043941,           0.0093883,           0.0046885,             0.99513,                   1,               0.995,             0.78931,            0.026259,           0.0037055,           0.0024396,           0.0047926,           0.0047926,           0.0047926
                 265,             0.04203,            0.008307,           0.0061031,             0.99566,                   1,               0.995,             0.81604,            0.024814,           0.0035966,           0.0024367,           0.0047728,           0.0047728,           0.0047728
                 266,            0.040538,           0.0079507,           0.0058152,             0.99606,                   1,               0.995,             0.83503,            0.023747,           0.0034411,           0.0024341,            0.004753,            0.004753,            0.004753
                 267,            0.038303,           0.0084432,            0.005499,             0.99563,                   1,               0.995,             0.81615,            0.023541,           0.0035144,           0.0024148,           0.0047332,           0.0047332,           0.0047332
                 268,            0.040031,           0.0072034,           0.0038939,             0.99563,                   1,               0.995,             0.81615,            0.023541,           0.0035144,           0.0024148,           0.0047134,           0.0047134,           0.0047134
                 269,            0.038828,            0.007369,           0.0057347,             0.99515,                   1,               0.995,             0.82542,            0.022364,           0.0035398,           0.0024166,           0.0046936,           0.0046936,           0.0046936
                 270,             0.03695,           0.0064222,           0.0033717,             0.99553,                   1,               0.995,             0.84225,            0.021958,           0.0034332,           0.0023696,           0.0046738,           0.0046738,           0.0046738
                 271,             0.03824,           0.0082824,           0.0048776,             0.99574,                   1,               0.995,             0.76278,            0.024055,           0.0034632,           0.0023208,            0.004654,            0.004654,            0.004654
                 272,            0.040017,           0.0070614,           0.0060282,             0.99574,                   1,               0.995,             0.76278,            0.024055,           0.0034632,           0.0023208,           0.0046342,           0.0046342,           0.0046342
                 273,            0.042514,           0.0086103,            0.006006,             0.99604,                   1,               0.995,              0.7949,            0.022968,           0.0033617,           0.0022911,           0.0046144,           0.0046144,           0.0046144
                 274,            0.040815,           0.0080107,           0.0051233,             0.99597,                   1,               0.995,             0.72595,            0.024453,           0.0034991,           0.0022692,           0.0045946,           0.0045946,           0.0045946
                 275,            0.042699,            0.008584,           0.0053757,             0.99538,                   1,               0.995,             0.76925,            0.025297,           0.0036512,           0.0023028,           0.0045748,           0.0045748,           0.0045748
                 276,            0.044648,           0.0083551,           0.0045007,             0.99538,                   1,               0.995,             0.76925,            0.025297,           0.0036512,           0.0023028,            0.004555,            0.004555,            0.004555
                 277,            0.039668,           0.0081739,           0.0041604,             0.99482,                   1,               0.995,             0.80873,            0.023468,           0.0037345,           0.0023139,           0.0045352,           0.0045352,           0.0045352
                 278,            0.036707,           0.0074567,           0.0054586,             0.99568,                   1,               0.995,             0.69166,            0.024151,           0.0035429,           0.0022207,           0.0045154,           0.0045154,           0.0045154
                 279,            0.042673,           0.0075293,           0.0037444,             0.99564,                   1,               0.995,             0.78001,            0.025492,           0.0035469,           0.0022093,           0.0044956,           0.0044956,           0.0044956
                 280,            0.042824,           0.0084635,           0.0040271,             0.99564,                   1,               0.995,             0.78001,            0.025492,           0.0035469,           0.0022093,           0.0044758,           0.0044758,           0.0044758
                 281,            0.040995,           0.0081958,           0.0039816,             0.99556,                   1,               0.995,             0.79809,            0.024691,           0.0034328,           0.0021834,            0.004456,            0.004456,            0.004456
                 282,             0.04039,            0.007878,           0.0071346,             0.99541,                   1,               0.995,             0.69599,            0.023823,           0.0035179,           0.0021729,           0.0044362,           0.0044362,           0.0044362
                 283,            0.038622,           0.0062436,           0.0035555,             0.99518,                   1,               0.995,             0.81376,            0.025198,            0.003739,           0.0021657,           0.0044164,           0.0044164,           0.0044164
                 284,            0.042097,           0.0080651,           0.0055945,             0.99518,                   1,               0.995,             0.81376,            0.025198,            0.003739,           0.0021657,           0.0043966,           0.0043966,           0.0043966
                 285,            0.041703,           0.0080376,           0.0044246,             0.99538,                   1,               0.995,             0.82462,            0.023537,           0.0036332,            0.002145,           0.0043768,           0.0043768,           0.0043768
                 286,            0.039424,           0.0073508,           0.0052789,             0.99546,                   1,               0.995,             0.85935,            0.021859,           0.0034465,           0.0021339,            0.004357,            0.004357,            0.004357
                 287,            0.040279,           0.0082241,           0.0036446,             0.99525,                   1,               0.995,             0.73927,            0.025696,           0.0036538,           0.0021091,           0.0043372,           0.0043372,           0.0043372
                 288,            0.042242,           0.0076152,           0.0050799,             0.99525,                   1,               0.995,             0.73927,            0.025696,           0.0036538,           0.0021091,           0.0043174,           0.0043174,           0.0043174
                 289,            0.040754,            0.007927,           0.0058945,             0.99498,                   1,               0.995,             0.82136,             0.02375,           0.0035484,           0.0020887,           0.0042976,           0.0042976,           0.0042976
                 290,            0.039521,           0.0073885,           0.0055535,             0.99485,                   1,               0.995,             0.77618,            0.025046,           0.0035826,           0.0020609,           0.0042778,           0.0042778,           0.0042778
                 291,            0.040302,           0.0091184,           0.0042595,             0.99477,                   1,               0.995,             0.76035,            0.025972,            0.003666,           0.0020381,            0.004258,            0.004258,            0.004258
                 292,             0.04385,           0.0081796,           0.0035297,             0.99477,                   1,               0.995,             0.76035,            0.025972,            0.003666,           0.0020381,           0.0042382,           0.0042382,           0.0042382
                 293,            0.043183,            0.009324,           0.0069049,             0.99425,                   1,               0.995,              0.8096,            0.024035,           0.0035789,           0.0020223,           0.0042184,           0.0042184,           0.0042184
                 294,            0.038488,           0.0071853,           0.0058026,             0.99348,                   1,               0.995,             0.70102,            0.027382,           0.0037637,           0.0020002,           0.0041986,           0.0041986,           0.0041986
                 295,            0.044639,           0.0085293,           0.0070674,             0.99349,                   1,               0.995,             0.81102,            0.023957,           0.0034924,           0.0019865,           0.0041788,           0.0041788,           0.0041788
                 296,            0.042401,           0.0085848,           0.0049632,             0.99349,                   1,               0.995,             0.81102,            0.023957,           0.0034924,           0.0019865,            0.004159,            0.004159,            0.004159
                 297,            0.041119,           0.0074128,           0.0054579,             0.99276,                   1,               0.995,              0.8621,            0.022384,           0.0034463,           0.0019898,           0.0041392,           0.0041392,           0.0041392
                 298,            0.036202,            0.007801,           0.0084738,             0.99101,                   1,               0.995,             0.72884,            0.028317,           0.0038562,           0.0020051,           0.0041194,           0.0041194,           0.0041194
                 299,            0.040608,           0.0079921,           0.0050686,             0.99229,                   1,               0.995,             0.78367,            0.023564,           0.0034899,           0.0020045,           0.0040996,           0.0040996,           0.0040996
                 300,            0.041839,           0.0083938,           0.0036864,             0.99229,                   1,               0.995,             0.78367,            0.023564,           0.0034899,           0.0020045,           0.0040798,           0.0040798,           0.0040798
                 301,            0.040776,           0.0077825,           0.0058064,             0.99252,                   1,               0.995,             0.80999,            0.022663,           0.0034088,           0.0020139,             0.00406,             0.00406,             0.00406
                 302,            0.039165,           0.0067876,           0.0043717,             0.99284,                   1,               0.995,             0.77352,            0.024507,            0.003542,           0.0020203,           0.0040402,           0.0040402,           0.0040402
                 303,            0.040266,           0.0087499,           0.0033691,             0.99341,                   1,               0.995,             0.81951,            0.023443,           0.0034125,           0.0020347,           0.0040204,           0.0040204,           0.0040204
                 304,            0.042054,           0.0078621,           0.0043019,             0.99341,                   1,               0.995,             0.81951,            0.023443,           0.0034125,           0.0020347,           0.0040006,           0.0040006,           0.0040006
                 305,            0.040492,           0.0078766,           0.0056015,             0.99397,                   1,               0.995,             0.86341,             0.02115,           0.0032962,           0.0020457,           0.0039808,           0.0039808,           0.0039808
                 306,            0.034318,           0.0086873,           0.0046159,             0.99503,                   1,               0.995,             0.77714,            0.023374,            0.003379,           0.0020167,            0.003961,            0.003961,            0.003961
                 307,            0.039414,            0.007472,           0.0031031,             0.99415,                   1,               0.995,             0.78517,            0.026704,           0.0037103,           0.0020572,           0.0039412,           0.0039412,           0.0039412
                 308,            0.039768,            0.008533,           0.0039662,             0.99415,                   1,               0.995,             0.78517,            0.026704,           0.0037103,           0.0020572,           0.0039214,           0.0039214,           0.0039214
                 309,            0.039329,           0.0071393,            0.004938,             0.99393,                   1,               0.995,             0.83733,            0.024711,           0.0036858,           0.0020569,           0.0039016,           0.0039016,           0.0039016
                 310,            0.039444,           0.0078846,           0.0040958,             0.99432,                   1,               0.995,             0.82791,            0.022703,           0.0035342,           0.0020216,           0.0038818,           0.0038818,           0.0038818
                 311,            0.037606,             0.00739,           0.0075774,             0.99386,                   1,               0.995,             0.76305,            0.025467,           0.0035969,           0.0020081,            0.003862,            0.003862,            0.003862
                 312,            0.042051,           0.0076922,            0.006128,             0.99386,                   1,               0.995,             0.76305,            0.025467,           0.0035969,           0.0020081,           0.0038422,           0.0038422,           0.0038422
                 313,             0.03628,           0.0074728,             0.00361,             0.99353,                   1,               0.995,             0.82338,            0.022719,           0.0033539,           0.0019951,           0.0038224,           0.0038224,           0.0038224
                 314,            0.039822,            0.007342,           0.0043557,             0.99395,                   1,               0.995,             0.78317,            0.024681,           0.0035107,           0.0019715,           0.0038026,           0.0038026,           0.0038026
                 315,            0.043033,           0.0082593,           0.0064179,              0.9933,                   1,               0.995,             0.81074,            0.025598,            0.003567,           0.0019605,           0.0037828,           0.0037828,           0.0037828
                 316,            0.043161,           0.0080885,           0.0033697,              0.9933,                   1,               0.995,             0.81074,            0.025598,            0.003567,           0.0019605,            0.003763,            0.003763,            0.003763
                 317,            0.041844,           0.0072172,           0.0059215,             0.99288,                   1,               0.995,             0.81762,            0.025353,           0.0035385,            0.001952,           0.0037432,           0.0037432,           0.0037432
                 318,            0.039973,           0.0068983,           0.0033723,             0.99288,                   1,               0.995,             0.84837,            0.021898,           0.0033025,            0.001935,           0.0037234,           0.0037234,           0.0037234
