               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 319,            0.038086,           0.0073045,           0.0033984,             0.99307,                   1,               0.995,             0.82484,            0.023701,           0.0033834,           0.0019216,           0.0037036,           0.0037036,           0.0037036
                 320,            0.040519,           0.0069036,           0.0039603,             0.99307,                   1,               0.995,             0.82484,            0.023701,           0.0033834,           0.0019216,           0.0036838,           0.0036838,           0.0036838
                 321,            0.038102,           0.0080097,           0.0029189,             0.99324,                   1,               0.995,             0.84998,            0.022931,           0.0033184,           0.0019147,            0.003664,            0.003664,            0.003664
                 322,             0.03955,           0.0070547,             0.00468,             0.99302,                   1,               0.995,              0.8408,            0.021594,           0.0032463,           0.0019094,           0.0036442,           0.0036442,           0.0036442
                 323,            0.036698,           0.0074579,           0.0035786,             0.99272,                   1,               0.995,             0.78208,            0.026614,           0.0036436,            0.001919,           0.0036244,           0.0036244,           0.0036244
                 324,            0.041516,           0.0082264,           0.0040414,             0.99272,                   1,               0.995,             0.78208,            0.026614,           0.0036436,            0.001919,           0.0036046,           0.0036046,           0.0036046
                 325,            0.039957,           0.0076637,           0.0036887,             0.99303,                   1,               0.995,             0.78905,            0.024822,           0.0035366,           0.0019203,           0.0035848,           0.0035848,           0.0035848
                 326,            0.040316,           0.0077883,           0.0031487,             0.99296,                   1,               0.995,             0.86761,            0.022084,            0.003298,           0.0019061,            0.003565,            0.003565,            0.003565
                 327,            0.038055,           0.0087594,           0.0026794,             0.99287,                   1,               0.995,             0.84758,            0.024357,           0.0033958,           0.0019117,           0.0035452,           0.0035452,           0.0035452
                 328,             0.03991,           0.0077936,           0.0041403,             0.99287,                   1,               0.995,             0.84758,            0.024357,           0.0033958,           0.0019117,           0.0035254,           0.0035254,           0.0035254
                 329,            0.035965,           0.0069507,           0.0043841,             0.99347,                   1,               0.995,             0.86554,            0.022435,           0.0032578,           0.0018999,           0.0035056,           0.0035056,           0.0035056
                 330,            0.039788,           0.0073048,           0.0040021,             0.99384,                   1,               0.995,             0.87466,            0.021505,           0.0031752,           0.0018755,           0.0034858,           0.0034858,           0.0034858
                 331,            0.036679,            0.007383,           0.0037081,             0.99439,                   1,               0.995,             0.85909,            0.022355,           0.0031922,            0.001865,            0.003466,            0.003466,            0.003466
                 332,            0.038349,           0.0079793,           0.0041539,             0.99439,                   1,               0.995,             0.85909,            0.022355,           0.0031922,            0.001865,           0.0034462,           0.0034462,           0.0034462
                 333,            0.036477,           0.0075627,           0.0054258,             0.99465,                   1,               0.995,             0.86675,            0.022111,           0.0031869,            0.001868,           0.0034264,           0.0034264,           0.0034264
                 334,             0.03674,           0.0084236,           0.0035233,             0.99454,                   1,               0.995,              0.8672,            0.020708,           0.0031162,           0.0018582,           0.0034066,           0.0034066,           0.0034066
                 335,            0.036911,           0.0083742,           0.0067781,             0.99419,                   1,               0.995,             0.82621,            0.024257,           0.0033806,           0.0018445,           0.0033868,           0.0033868,           0.0033868
                 336,            0.037578,           0.0077966,           0.0030377,             0.99419,                   1,               0.995,             0.82621,            0.024257,           0.0033806,           0.0018445,            0.003367,            0.003367,            0.003367
                 337,            0.037076,           0.0077795,           0.0041164,              0.9945,                   1,               0.995,             0.88829,            0.021873,           0.0032261,           0.0018274,           0.0033472,           0.0033472,           0.0033472
                 338,            0.035448,           0.0075289,           0.0036958,              0.9946,                   1,               0.995,             0.86948,            0.021299,           0.0032718,           0.0018202,           0.0033274,           0.0033274,           0.0033274
                 339,            0.038434,           0.0074855,           0.0048683,             0.99466,                   1,               0.995,              0.8574,            0.021084,           0.0033487,           0.0018085,           0.0033076,           0.0033076,           0.0033076
                 340,            0.036256,           0.0077117,           0.0049063,             0.99466,                   1,               0.995,              0.8574,            0.021084,           0.0033487,           0.0018085,           0.0032878,           0.0032878,           0.0032878
                 341,            0.034897,           0.0064374,           0.0037541,              0.9946,                   1,               0.995,             0.86458,            0.020783,            0.003414,           0.0017986,            0.003268,            0.003268,            0.003268
                 342,            0.036277,           0.0084989,           0.0050008,             0.99495,                   1,               0.995,             0.87051,            0.020516,           0.0031673,           0.0017628,           0.0032482,           0.0032482,           0.0032482
                 343,            0.036114,           0.0073973,           0.0032592,              0.9948,                   1,               0.995,             0.85985,            0.022929,           0.0033522,             0.00175,           0.0032284,           0.0032284,           0.0032284
                 344,            0.038487,            0.006791,           0.0034068,              0.9948,                   1,               0.995,             0.85985,            0.022929,           0.0033522,             0.00175,           0.0032086,           0.0032086,           0.0032086
                 345,            0.038973,           0.0082414,           0.0036119,             0.99471,                   1,               0.995,             0.87221,            0.022439,           0.0032512,            0.001733,           0.0031888,           0.0031888,           0.0031888
                 346,            0.037954,           0.0078261,           0.0030367,             0.99479,                   1,               0.995,              0.8729,            0.021846,            0.003187,           0.0017231,            0.003169,            0.003169,            0.003169
                 347,            0.035938,           0.0075749,            0.004022,             0.99495,                   1,               0.995,             0.80388,            0.024123,           0.0034433,           0.0017199,           0.0031492,           0.0031492,           0.0031492
                 348,            0.041046,           0.0079545,           0.0034524,             0.99495,                   1,               0.995,             0.80388,            0.024123,           0.0034433,           0.0017199,           0.0031294,           0.0031294,           0.0031294
                 349,            0.038483,           0.0067554,           0.0037263,             0.99515,                   1,               0.995,             0.85067,            0.023662,           0.0034701,           0.0017136,           0.0031096,           0.0031096,           0.0031096
                 350,            0.037498,            0.006989,           0.0025613,             0.99501,                   1,               0.995,             0.84466,            0.023484,           0.0034924,           0.0017178,           0.0030898,           0.0030898,           0.0030898
                 351,            0.040001,           0.0087417,            0.005102,             0.99531,                   1,               0.995,             0.83119,            0.022254,           0.0032624,           0.0017205,             0.00307,             0.00307,             0.00307
                 352,            0.035779,           0.0073754,           0.0033425,             0.99531,                   1,               0.995,             0.83119,            0.022254,           0.0032624,           0.0017205,           0.0030502,           0.0030502,           0.0030502
                 353,            0.037756,            0.008058,           0.0034898,             0.99524,                   1,               0.995,              0.8692,            0.022131,           0.0032649,           0.0017218,           0.0030304,           0.0030304,           0.0030304
                 354,            0.038731,           0.0080107,           0.0038113,             0.99527,                   1,               0.995,             0.86725,            0.022104,           0.0032862,           0.0017302,           0.0030106,           0.0030106,           0.0030106
                 355,            0.037869,           0.0075425,           0.0050305,              0.9953,                   1,               0.995,             0.82546,            0.022766,           0.0033615,           0.0017361,           0.0029908,           0.0029908,           0.0029908
                 356,            0.034207,           0.0067028,           0.0038298,              0.9953,                   1,               0.995,             0.82546,            0.022766,           0.0033615,           0.0017361,            0.002971,            0.002971,            0.002971
                 357,            0.035456,           0.0062447,             0.00295,             0.99534,                   1,               0.995,             0.85737,            0.021419,           0.0032842,           0.0017429,           0.0029512,           0.0029512,           0.0029512
                 358,            0.038235,           0.0075015,           0.0055584,             0.99515,                   1,               0.995,             0.76874,            0.022495,           0.0033767,           0.0017433,           0.0029314,           0.0029314,           0.0029314
                 359,            0.037552,           0.0081562,           0.0028409,               0.996,                   1,               0.995,             0.86231,            0.022589,           0.0032438,           0.0017171,           0.0029116,           0.0029116,           0.0029116
                 360,            0.041219,            0.007927,           0.0041532,               0.996,                   1,               0.995,             0.86231,            0.022589,           0.0032438,           0.0017171,           0.0028918,           0.0028918,           0.0028918
                 361,            0.038778,           0.0071083,           0.0039227,             0.99617,                   1,               0.995,             0.85735,            0.021885,           0.0031609,           0.0017076,            0.002872,            0.002872,            0.002872
                 362,             0.03868,           0.0080682,           0.0027282,             0.99594,                   1,               0.995,             0.81581,            0.021784,           0.0031811,           0.0017076,           0.0028522,           0.0028522,           0.0028522
                 363,            0.038091,           0.0070781,           0.0028001,             0.99601,                   1,               0.995,             0.81651,            0.022313,           0.0031989,           0.0017079,           0.0028324,           0.0028324,           0.0028324
                 364,            0.038791,           0.0080254,           0.0043569,             0.99601,                   1,               0.995,             0.81651,            0.022313,           0.0031989,           0.0017079,           0.0028126,           0.0028126,           0.0028126
                 365,            0.037966,           0.0064041,            0.004238,             0.99588,                   1,               0.995,             0.82926,            0.021358,           0.0031379,           0.0017094,           0.0027928,           0.0027928,           0.0027928
                 366,            0.036981,           0.0078513,           0.0030686,             0.99571,                   1,               0.995,             0.87328,             0.01997,           0.0030474,           0.0017009,            0.002773,            0.002773,            0.002773
                 367,            0.035216,           0.0065369,           0.0030303,             0.99584,                   1,               0.995,             0.76073,             0.02263,           0.0032176,           0.0016762,           0.0027532,           0.0027532,           0.0027532
                 368,            0.038333,           0.0075736,           0.0026012,             0.99584,                   1,               0.995,             0.76073,             0.02263,           0.0032176,           0.0016762,           0.0027334,           0.0027334,           0.0027334
                 369,            0.038374,           0.0074964,           0.0026534,             0.99579,                   1,               0.995,             0.76916,            0.021565,           0.0031047,           0.0016674,           0.0027136,           0.0027136,           0.0027136
                 370,            0.033739,           0.0064003,            0.011558,             0.99571,                   1,               0.995,             0.88251,            0.020432,           0.0030062,           0.0016637,           0.0026938,           0.0026938,           0.0026938
                 371,            0.035796,           0.0077474,            0.005273,             0.99587,                   1,               0.995,             0.82058,            0.022091,           0.0031548,           0.0016515,            0.002674,            0.002674,            0.002674
                 372,            0.037499,            0.007428,           0.0039318,             0.99587,                   1,               0.995,             0.82058,            0.022091,           0.0031548,           0.0016515,           0.0026542,           0.0026542,           0.0026542
                 373,            0.036673,           0.0075972,           0.0029448,             0.99576,                   1,               0.995,             0.87899,            0.020677,           0.0030301,           0.0016478,           0.0026344,           0.0026344,           0.0026344
                 374,              0.0374,           0.0074161,           0.0032727,             0.99549,                   1,               0.995,             0.85524,            0.021204,            0.003103,            0.001647,           0.0026146,           0.0026146,           0.0026146
                 375,            0.038863,           0.0076978,           0.0038687,             0.99538,                   1,               0.995,             0.83125,            0.021593,           0.0032019,           0.0016434,           0.0025948,           0.0025948,           0.0025948
                 376,            0.036349,           0.0076249,           0.0031506,             0.99538,                   1,               0.995,             0.83125,            0.021593,           0.0032019,           0.0016434,            0.002575,            0.002575,            0.002575
                 377,            0.036477,           0.0067941,           0.0075253,             0.99523,                   1,               0.995,             0.85143,            0.020942,            0.003202,           0.0016411,           0.0025552,           0.0025552,           0.0025552
                 378,            0.037491,           0.0087379,           0.0028733,             0.99513,                   1,               0.995,             0.81279,            0.022182,           0.0033423,           0.0016343,           0.0025354,           0.0025354,           0.0025354
                 379,            0.038037,           0.0067707,           0.0045193,             0.99527,                   1,               0.995,             0.87019,            0.020615,           0.0031712,           0.0016247,           0.0025156,           0.0025156,           0.0025156
                 380,             0.03938,           0.0066714,           0.0024159,             0.99527,                   1,               0.995,             0.87019,            0.020615,           0.0031712,           0.0016247,           0.0024958,           0.0024958,           0.0024958
                 381,            0.034937,           0.0075571,           0.0048091,             0.99515,                   1,               0.995,             0.88166,            0.020272,             0.00312,           0.0016143,            0.002476,            0.002476,            0.002476
                 382,            0.034162,           0.0061817,           0.0032537,             0.99501,                   1,               0.995,             0.84179,            0.021145,           0.0031878,           0.0016024,           0.0024562,           0.0024562,           0.0024562
                 383,            0.035821,           0.0075439,           0.0047051,             0.99529,                   1,               0.995,             0.89724,            0.020188,           0.0030664,           0.0015927,           0.0024364,           0.0024364,           0.0024364
                 384,            0.036905,           0.0067086,           0.0041634,             0.99529,                   1,               0.995,             0.89724,            0.020188,           0.0030664,           0.0015927,           0.0024166,           0.0024166,           0.0024166
                 385,            0.032625,           0.0062614,           0.0035069,             0.99529,                   1,               0.995,             0.88709,            0.020185,           0.0030498,           0.0015822,           0.0023968,           0.0023968,           0.0023968
                 386,            0.034687,            0.007285,           0.0032778,             0.99522,                   1,               0.995,             0.84573,            0.020528,           0.0030411,           0.0015796,            0.002377,            0.002377,            0.002377
                 387,            0.036219,           0.0069517,           0.0051859,             0.99522,                   1,               0.995,             0.86815,             0.02112,           0.0030693,           0.0015774,           0.0023572,           0.0023572,           0.0023572
                 388,             0.03314,           0.0067143,           0.0026798,             0.99522,                   1,               0.995,             0.86815,             0.02112,           0.0030693,           0.0015774,           0.0023374,           0.0023374,           0.0023374
                 389,            0.033006,           0.0058632,           0.0041764,             0.99519,                   1,               0.995,             0.88898,            0.020576,           0.0030138,           0.0015809,           0.0023176,           0.0023176,           0.0023176
                 390,            0.033607,           0.0064849,           0.0025649,             0.99497,                   1,               0.995,             0.86541,            0.020069,           0.0029624,           0.0015766,           0.0022978,           0.0022978,           0.0022978
                 391,            0.036567,           0.0075164,           0.0053558,             0.99511,                   1,               0.995,             0.85297,            0.020979,           0.0030216,           0.0015713,            0.002278,            0.002278,            0.002278
                 392,            0.037723,           0.0067254,           0.0035206,             0.99511,                   1,               0.995,             0.85297,            0.020979,           0.0030216,           0.0015713,           0.0022582,           0.0022582,           0.0022582
                 393,            0.035123,           0.0065669,           0.0025385,             0.99517,                   1,               0.995,             0.87517,             0.02033,           0.0029632,           0.0015714,           0.0022384,           0.0022384,           0.0022384
                 394,            0.035039,           0.0075208,           0.0023785,             0.99482,                   1,               0.995,             0.84354,            0.021071,           0.0031149,           0.0015745,           0.0022186,           0.0022186,           0.0022186
                 395,            0.036167,           0.0083017,           0.0039321,             0.99477,                   1,               0.995,             0.87915,            0.020408,           0.0031268,           0.0015799,           0.0021988,           0.0021988,           0.0021988
                 396,            0.034382,           0.0063746,           0.0028206,             0.99477,                   1,               0.995,             0.87915,            0.020408,           0.0031268,           0.0015799,            0.002179,            0.002179,            0.002179
                 397,            0.035075,           0.0065352,           0.0037421,             0.99461,                   1,               0.995,             0.89139,            0.019831,           0.0031071,           0.0015764,           0.0021592,           0.0021592,           0.0021592
                 398,            0.032431,           0.0064936,           0.0036573,             0.99449,                   1,               0.995,             0.87362,            0.019997,           0.0031991,           0.0015698,           0.0021394,           0.0021394,           0.0021394
                 399,            0.034588,           0.0074812,           0.0036033,             0.99458,                   1,               0.995,              0.8834,            0.020682,           0.0032347,           0.0015636,           0.0021196,           0.0021196,           0.0021196
                 400,            0.034407,            0.008059,           0.0039312,             0.99458,                   1,               0.995,              0.8834,            0.020682,           0.0032347,           0.0015636,           0.0020998,           0.0020998,           0.0020998
                 401,            0.033784,           0.0054966,           0.0055575,             0.99446,                   1,               0.995,             0.89594,            0.020167,           0.0031398,           0.0015519,             0.00208,             0.00208,             0.00208
                 402,            0.033855,           0.0066793,            0.003215,             0.99448,                   1,               0.995,             0.89597,            0.019556,           0.0030487,           0.0015367,           0.0020602,           0.0020602,           0.0020602
                 403,            0.032377,           0.0068415,           0.0026454,             0.99458,                   1,               0.995,             0.85852,            0.021587,            0.003169,           0.0015259,           0.0020404,           0.0020404,           0.0020404
                 404,            0.034159,           0.0072763,           0.0024326,             0.99458,                   1,               0.995,             0.85852,            0.021587,            0.003169,           0.0015259,           0.0020206,           0.0020206,           0.0020206
                 405,            0.034559,           0.0066852,           0.0027767,              0.9948,                   1,               0.995,             0.86496,            0.020856,           0.0030725,           0.0015164,           0.0020008,           0.0020008,           0.0020008
                 406,            0.032829,           0.0075908,           0.0029435,             0.99486,                   1,               0.995,             0.88354,            0.020235,           0.0030333,            0.001505,            0.001981,            0.001981,            0.001981
                 407,            0.031707,           0.0072452,            0.005155,             0.99461,                   1,               0.995,             0.88499,            0.019797,           0.0029771,           0.0015023,           0.0019612,           0.0019612,           0.0019612
                 408,            0.032675,           0.0069796,           0.0026849,             0.99461,                   1,               0.995,             0.88499,            0.019797,           0.0029771,           0.0015023,           0.0019414,           0.0019414,           0.0019414
                 409,            0.032183,           0.0075451,           0.0037267,              0.9947,                   1,               0.995,              0.8791,            0.020026,           0.0029674,           0.0014963,           0.0019216,           0.0019216,           0.0019216
                 410,             0.03161,           0.0074008,           0.0021908,             0.99477,                   1,               0.995,             0.89407,            0.019604,           0.0029521,           0.0014885,           0.0019018,           0.0019018,           0.0019018
                 411,            0.032799,            0.005871,           0.0027952,              0.9949,                   1,               0.995,             0.85558,            0.020886,           0.0030712,           0.0014795,            0.001882,            0.001882,            0.001882
                 412,            0.033994,           0.0075941,           0.0040235,              0.9949,                   1,               0.995,             0.85558,            0.020886,           0.0030712,           0.0014795,           0.0018622,           0.0018622,           0.0018622
                 413,            0.030812,           0.0068211,           0.0026674,               0.995,                   1,               0.995,             0.87387,            0.020697,           0.0030775,           0.0014726,           0.0018424,           0.0018424,           0.0018424
                 414,            0.031784,           0.0074124,           0.0029573,             0.99521,                   1,               0.995,             0.87869,            0.019743,            0.002952,           0.0014595,           0.0018226,           0.0018226,           0.0018226
                 415,            0.031563,           0.0069838,           0.0036513,             0.99534,                   1,               0.995,             0.89543,            0.020024,           0.0029079,           0.0014459,           0.0018028,           0.0018028,           0.0018028
                 416,            0.030483,            0.006844,           0.0032911,             0.99534,                   1,               0.995,             0.89543,            0.020024,           0.0029079,           0.0014459,            0.001783,            0.001783,            0.001783
                 417,            0.030333,           0.0080535,           0.0036086,             0.99548,                   1,               0.995,             0.89604,            0.019536,           0.0028345,           0.0014391,           0.0017632,           0.0017632,           0.0017632
                 418,            0.030138,           0.0065007,           0.0029196,             0.99546,                   1,               0.995,             0.88459,            0.019173,           0.0028033,           0.0014304,           0.0017434,           0.0017434,           0.0017434
                 419,            0.030611,            0.005964,           0.0043402,             0.99539,                   1,               0.995,             0.89639,            0.019482,            0.002869,           0.0014244,           0.0017236,           0.0017236,           0.0017236
                 420,            0.030468,           0.0071624,           0.0026316,             0.99539,                   1,               0.995,             0.89639,            0.019482,            0.002869,           0.0014244,           0.0017038,           0.0017038,           0.0017038
                 421,            0.030576,           0.0076018,           0.0027332,             0.99536,                   1,               0.995,             0.88815,            0.019405,           0.0028699,           0.0014197,            0.001684,            0.001684,            0.001684
                 422,            0.029501,           0.0069507,           0.0020828,             0.99529,                   1,               0.995,             0.86291,            0.020262,           0.0029739,           0.0014141,           0.0016642,           0.0016642,           0.0016642
                 423,             0.03147,           0.0066495,           0.0028737,             0.99533,                   1,               0.995,             0.89233,            0.019761,           0.0029549,           0.0014096,           0.0016444,           0.0016444,           0.0016444
                 424,            0.029781,           0.0077015,           0.0033217,             0.99533,                   1,               0.995,             0.89233,            0.019761,           0.0029549,           0.0014096,           0.0016246,           0.0016246,           0.0016246
                 425,            0.029215,           0.0076333,           0.0022884,             0.99525,                   1,               0.995,             0.89586,            0.019767,            0.002966,           0.0014051,           0.0016048,           0.0016048,           0.0016048
                 426,            0.029051,           0.0078199,           0.0042232,             0.99536,                   1,               0.995,             0.89847,            0.019473,           0.0029244,           0.0013972,            0.001585,            0.001585,            0.001585
                 427,            0.029263,           0.0072712,           0.0051622,             0.99538,                   1,               0.995,             0.88548,            0.020498,           0.0030228,           0.0013929,           0.0015652,           0.0015652,           0.0015652
                 428,            0.031314,           0.0074847,           0.0031406,             0.99538,                   1,               0.995,             0.88548,            0.020498,           0.0030228,           0.0013929,           0.0015454,           0.0015454,           0.0015454
                 429,            0.029052,           0.0077761,           0.0039804,             0.99529,                   1,               0.995,             0.88717,            0.019841,            0.003001,            0.001395,           0.0015256,           0.0015256,           0.0015256
                 430,            0.029109,           0.0063685,           0.0037192,             0.99521,                   1,               0.995,             0.88489,            0.019609,           0.0030062,           0.0013909,           0.0015058,           0.0015058,           0.0015058
                 431,            0.029183,           0.0075887,            0.002405,             0.99527,                   1,               0.995,             0.90577,            0.020358,           0.0030467,           0.0013862,            0.001486,            0.001486,            0.001486
                 432,            0.028835,           0.0077077,           0.0031179,             0.99527,                   1,               0.995,             0.90577,            0.020358,           0.0030467,           0.0013862,           0.0014662,           0.0014662,           0.0014662
                 433,            0.028313,           0.0070026,            0.004193,             0.99532,                   1,               0.995,             0.90009,            0.020754,           0.0030819,           0.0013797,           0.0014464,           0.0014464,           0.0014464
                 434,             0.03091,           0.0071258,           0.0054056,             0.99529,                   1,               0.995,              0.8851,            0.020106,           0.0030488,           0.0013763,           0.0014266,           0.0014266,           0.0014266
                 435,            0.028086,           0.0078763,           0.0023074,             0.99528,                   1,               0.995,             0.88475,             0.01966,           0.0029435,           0.0013734,           0.0014068,           0.0014068,           0.0014068
                 436,            0.028073,           0.0061755,           0.0026617,             0.99528,                   1,               0.995,             0.88475,             0.01966,           0.0029435,           0.0013734,            0.001387,            0.001387,            0.001387
                 437,            0.028775,           0.0072947,           0.0033451,             0.99522,                   1,               0.995,              0.9023,            0.019222,           0.0028599,           0.0013697,           0.0013672,           0.0013672,           0.0013672
                 438,            0.029527,           0.0065659,           0.0029345,             0.99526,                   1,               0.995,             0.89067,            0.019742,           0.0028928,           0.0013613,           0.0013474,           0.0013474,           0.0013474
                 439,            0.028649,           0.0063083,           0.0029281,             0.99529,                   1,               0.995,             0.87614,            0.019615,           0.0028498,           0.0013604,           0.0013276,           0.0013276,           0.0013276
                 440,            0.028802,           0.0060828,           0.0025387,             0.99529,                   1,               0.995,             0.87614,            0.019615,           0.0028498,           0.0013604,           0.0013078,           0.0013078,           0.0013078
                 441,            0.027852,           0.0071568,            0.002782,             0.99533,                   1,               0.995,              0.8904,            0.019856,           0.0028737,           0.0013555,            0.001288,            0.001288,            0.001288
                 442,            0.028284,            0.007577,           0.0028556,             0.99529,                   1,               0.995,             0.89322,            0.020076,           0.0028996,           0.0013514,           0.0012682,           0.0012682,           0.0012682
                 443,             0.02714,           0.0059382,           0.0041685,             0.99534,                   1,               0.995,             0.89168,            0.019424,           0.0028231,           0.0013473,           0.0012484,           0.0012484,           0.0012484
                 444,            0.026582,           0.0060636,           0.0039596,             0.99534,                   1,               0.995,             0.89168,            0.019424,           0.0028231,           0.0013473,           0.0012286,           0.0012286,           0.0012286
                 445,            0.025788,            0.006276,           0.0020884,             0.99539,                   1,               0.995,             0.89735,            0.019072,           0.0027682,           0.0013433,           0.0012088,           0.0012088,           0.0012088
                 446,            0.027566,           0.0074744,           0.0030017,             0.99533,                   1,               0.995,             0.87707,            0.019986,           0.0028555,           0.0013412,            0.001189,            0.001189,            0.001189
                 447,            0.027015,           0.0064561,           0.0022747,             0.99542,                   1,               0.995,             0.90285,            0.019363,           0.0027862,           0.0013344,           0.0011692,           0.0011692,           0.0011692
                 448,            0.027829,           0.0076365,           0.0042189,             0.99542,                   1,               0.995,             0.90285,            0.019363,           0.0027862,           0.0013344,           0.0011494,           0.0011494,           0.0011494
                 449,            0.027189,           0.0066179,           0.0036151,             0.99543,                   1,               0.995,             0.90433,             0.01973,           0.0028211,           0.0013277,           0.0011296,           0.0011296,           0.0011296
                 450,            0.026772,           0.0076191,           0.0020689,             0.99543,                   1,               0.995,             0.90179,            0.019211,           0.0027828,           0.0013261,           0.0011098,           0.0011098,           0.0011098
                 451,            0.026187,           0.0061866,           0.0020458,             0.99537,                   1,               0.995,             0.88928,            0.019385,           0.0028021,           0.0013239,             0.00109,             0.00109,             0.00109
                 452,            0.029054,           0.0071803,           0.0038059,             0.99537,                   1,               0.995,             0.88928,            0.019385,           0.0028021,           0.0013239,           0.0010702,           0.0010702,           0.0010702
                 453,            0.028246,           0.0068534,             0.00272,             0.99532,                   1,               0.995,             0.89531,            0.019179,            0.002791,           0.0013227,           0.0010504,           0.0010504,           0.0010504
                 454,            0.026981,           0.0071162,           0.0023441,             0.99523,                   1,               0.995,             0.90941,            0.019441,           0.0028405,           0.0013216,           0.0010306,           0.0010306,           0.0010306
                 455,            0.026817,           0.0067101,           0.0021295,             0.99531,                   1,               0.995,             0.89726,            0.019847,           0.0028605,           0.0013165,           0.0010108,           0.0010108,           0.0010108
                 456,            0.027638,           0.0073006,           0.0037994,             0.99531,                   1,               0.995,             0.89726,            0.019847,           0.0028605,           0.0013165,            0.000991,            0.000991,            0.000991
                 457,            0.026672,           0.0075772,           0.0020893,             0.99538,                   1,               0.995,             0.89586,            0.019882,           0.0028628,           0.0013115,           0.0009712,           0.0009712,           0.0009712
                 458,             0.02684,           0.0086635,           0.0019033,              0.9953,                   1,               0.995,             0.90372,            0.018918,           0.0027706,           0.0013095,           0.0009514,           0.0009514,           0.0009514
                 459,            0.026106,           0.0071905,           0.0021242,             0.99532,                   1,               0.995,             0.90216,            0.018769,           0.0027752,           0.0013063,           0.0009316,           0.0009316,           0.0009316
                 460,            0.025225,           0.0074004,           0.0026092,             0.99532,                   1,               0.995,             0.90216,            0.018769,           0.0027752,           0.0013063,           0.0009118,           0.0009118,           0.0009118
                 461,            0.025225,           0.0070703,           0.0025239,             0.99524,                   1,               0.995,             0.89426,            0.018835,           0.0028072,           0.0013032,            0.000892,            0.000892,            0.000892
                 462,            0.025066,           0.0063856,           0.0027794,             0.99517,                   1,               0.995,             0.90188,            0.018746,           0.0028254,           0.0013013,           0.0008722,           0.0008722,           0.0008722
                 463,            0.024857,           0.0066949,           0.0023232,             0.99523,                   1,               0.995,             0.90811,            0.018919,           0.0028564,           0.0012951,           0.0008524,           0.0008524,           0.0008524
                 464,            0.023461,           0.0076756,           0.0018144,             0.99523,                   1,               0.995,             0.90811,            0.018919,           0.0028564,           0.0012951,           0.0008326,           0.0008326,           0.0008326
                 465,            0.022648,           0.0066504,           0.0021563,             0.99529,                   1,               0.995,             0.90295,            0.019068,           0.0028804,           0.0012858,           0.0008128,           0.0008128,           0.0008128
                 466,            0.023321,            0.007455,           0.0050927,             0.99524,                   1,               0.995,             0.91566,            0.018202,           0.0028227,           0.0012838,            0.000793,            0.000793,            0.000793
                 467,            0.021066,           0.0079232,           0.0021586,             0.99521,                   1,               0.995,              0.9054,            0.018032,           0.0028214,           0.0012809,           0.0007732,           0.0007732,           0.0007732
                 468,            0.019828,           0.0069516,           0.0022177,             0.99521,                   1,               0.995,              0.9054,            0.018032,           0.0028214,           0.0012809,           0.0007534,           0.0007534,           0.0007534
                 469,            0.022804,            0.007623,            0.002261,             0.99515,                   1,               0.995,             0.90065,            0.017942,           0.0028507,           0.0012779,           0.0007336,           0.0007336,           0.0007336
                 470,             0.01921,           0.0062924,           0.0019551,             0.99517,                   1,               0.995,              0.8931,            0.017425,           0.0028294,           0.0012745,           0.0007138,           0.0007138,           0.0007138
                 471,            0.020215,           0.0077593,           0.0027827,              0.9951,                   1,               0.995,             0.90477,            0.016973,           0.0028347,             0.00127,            0.000694,            0.000694,            0.000694
                 472,            0.022452,           0.0067304,           0.0024497,              0.9951,                   1,               0.995,             0.90477,            0.016973,           0.0028347,             0.00127,           0.0006742,           0.0006742,           0.0006742
                 473,            0.022352,            0.007473,           0.0026447,             0.99513,                   1,               0.995,             0.90459,            0.016772,           0.0028619,           0.0012643,           0.0006544,           0.0006544,           0.0006544
                 474,            0.022362,           0.0084999,           0.0032101,             0.99508,                   1,               0.995,             0.90934,            0.016854,           0.0028848,           0.0012582,           0.0006346,           0.0006346,           0.0006346
                 475,             0.01998,           0.0058071,           0.0022276,             0.99584,                   1,               0.995,             0.90168,            0.016492,           0.0028551,           0.0012552,           0.0006148,           0.0006148,           0.0006148
                 476,            0.023197,           0.0065966,            0.002539,             0.99584,                   1,               0.995,             0.90168,            0.016492,           0.0028551,           0.0012552,            0.000595,            0.000595,            0.000595
                 477,            0.019966,           0.0079464,           0.0033682,             0.99584,                   1,               0.995,             0.89729,            0.016657,           0.0028624,            0.001252,           0.0005752,           0.0005752,           0.0005752
                 478,            0.019865,           0.0079352,           0.0024151,             0.99517,                   1,               0.995,             0.90324,             0.01657,           0.0028181,           0.0012462,           0.0005554,           0.0005554,           0.0005554
                 479,            0.022206,           0.0072927,           0.0050764,              0.9951,                   1,               0.995,             0.90622,              0.0169,            0.002837,           0.0012451,           0.0005356,           0.0005356,           0.0005356
                 480,            0.020007,           0.0057806,           0.0020702,              0.9951,                   1,               0.995,             0.90622,              0.0169,            0.002837,           0.0012451,           0.0005158,           0.0005158,           0.0005158
                 481,            0.021961,           0.0064106,           0.0032283,             0.99504,                   1,               0.995,             0.90259,            0.017038,           0.0028447,           0.0012393,            0.000496,            0.000496,            0.000496
